personnel_id,date,month_idx,duty_hours,overtime_hours,night_shifts,consecutive_duty_days,rest_hours,workload_score,operational_intensity,schedule_irregularity
P-000010,2025-02-01,2,195.6,2.9,3,6,91.2,27.9,5,1.52
P-000010,2025-03-01,3,189.8,10.4,1,4,86.0,27.2,5,1.5
P-000010,2025-04-01,4,244.8,42.2,8,10,60.1,90.0,5,4.88
P-000010,2025-05-01,5,251.7,45.2,5,12,58.5,88.5,5,4.87
P-000010,2025-06-01,6,244.0,28.5,11,11,67.4,85.2,4,4.26
P-000010,2025-07-01,7,236.2,58.1,3,12,45.6,85.8,5,4.61
P-000010,2025-08-01,8,243.6,45.7,6,12,65.2,84.2,5,3.9
P-000010,2025-09-01,9,242.6,43.9,8,8,62.2,83.3,4,4.03
P-000010,2025-10-01,10,235.9,37.5,5,11,58.5,73.3,4,3.83
P-000010,2025-11-01,11,229.6,37.6,5,12,55.1,80.8,4,4.01
P-000010,2025-12-01,12,172.7,12.5,1,4,93.8,21.2,5,1.12
P-000011,2025-01-01,1,181.3,2.9,3,6,86.8,26.1,5,1.26
P-000011,2025-02-01,2,175.1,6.1,3,7,92.0,24.1,5,1.46
P-000011,2025-03-01,3,176.3,7.9,1,3,95.8,17.6,5,1.97
P-000011,2025-04-01,4,244.4,47.4,4,9,53.5,84.6,5,4.47
P-000011,2025-05-01,5,252.7,30.2,10,7,69.3,75.7,5,4.08
P-000011,2025-06-01,6,248.4,37.7,4,10,59.9,81.5,5,4.99
P-000011,2025-07-01,7,239.5,36.2,6,11,65.8,78.9,4,3.97
P-000011,2025-08-01,8,244.0,46.7,13,11,63.3,97.1,5,4.51
P-000011,2025-09-01,9,247.3,39.5,4,11,64.5,78.4,4,3.99
P-000011,2025-10-01,10,247.5,36.1,5,10,63.7,82.0,5,4.4
P-000011,2025-11-01,11,237.9,31.4,8,7,63.6,75.6,4,4.1
P-000011,2025-12-01,12,179.6,6.6,5,4,98.6,25.5,4,1.49
P-000012,2025-01-01,1,174.9,6.2,2,4,94.5,18.7,3,1.63
P-000012,2025-02-01,2,184.5,3.9,2,4,100.1,20.3,2,1.12
P-000012,2025-03-01,3,169.8,0.0,3,5,89.8,17.9,2,1.59
P-000012,2025-04-01,4,227.7,40.7,4,10,62.4,75.6,3,3.93
P-000012,2025-05-01,5,224.9,29.6,5,9,66.6,63.9,2,3.29
P-000012,2025-06-01,6,182.1,11.1,2,3,93.8,18.5,2,1.02
P-000012,2025-07-01,7,172.6,4.7,2,5,97.8,15.9,2,1.08
P-000012,2025-08-01,8,172.4,4.5,2,4,90.6,17.5,1,1.0
P-000012,2025-09-01,9,180.3,7.6,0,5,95.5,17.2,1,1.23
P-000012,2025-10-01,10,181.4,8.0,0,5,90.5,27.8,3,1.55
P-000012,2025-11-01,11,174.9,4.3,0,4,97.2,15.2,2,1.73
P-000012,2025-12-01,12,177.2,1.9,1,4,98.0,14.1,2,1.11
P-000013,2025-01-01,1,170.8,6.8,0,3,97.0,14.6,2,1.41
P-000013,2025-02-01,2,179.9,7.1,4,3,96.5,29.0,1,1.35
P-000013,2025-03-01,3,164.6,4.4,1,4,99.1,10.2,1,1.44
P-000013,2025-04-01,4,177.3,0.0,2,4,89.4,18.6,2,1.33
P-000013,2025-05-01,5,174.3,4.6,0,7,96.8,21.1,1,1.46
P-000013,2025-06-01,6,181.6,6.3,1,5,97.1,21.7,1,1.0
P-000013,2025-07-01,7,181.7,8.5,1,4,93.0,21.8,2,1.0
P-000013,2025-08-01,8,183.3,3.2,3,4,92.1,30.6,2,1.73
P-000013,2025-09-01,9,170.9,5.7,2,5,91.2,21.1,1,1.88
P-000013,2025-10-01,10,182.7,8.5,3,6,93.3,27.7,1,1.28
P-000013,2025-11-01,11,179.6,3.9,2,4,91.3,19.5,2,1.39
P-000013,2025-12-01,12,175.8,4.2,0,5,87.5,18.1,2,1.65
P-000014,2025-01-01,1,186.2,5.8,5,5,92.6,26.5,2,1.42
P-000014,2025-02-01,2,177.1,9.6,3,4,91.1,21.1,2,1.6
P-000014,2025-03-01,3,179.4,7.4,2,5,83.0,23.0,2,1.45
P-000014,2025-04-01,4,225.0,41.9,7,8,58.0,74.9,3,4.01
P-000014,2025-05-01,5,228.4,27.3,7,8,60.6,70.3,3,3.97
P-000014,2025-06-01,6,169.3,5.1,1,4,93.9,15.6,2,1.48
P-000014,2025-07-01,7,173.9,6.6,3,4,100.2,20.3,2,1.0
P-000014,2025-08-01,8,168.6,7.8,1,6,91.9,18.1,2,1.04
P-000014,2025-09-01,9,177.3,5.8,3,3,96.6,30.6,1,1.92
P-000014,2025-10-01,10,171.4,1.3,3,5,94.0,20.5,2,1.48
P-000014,2025-11-01,11,168.1,10.4,0,5,93.3,18.3,2,1.32
P-000014,2025-12-01,12,176.2,11.5,3,6,90.6,25.4,2,1.28
P-000015,2025-01-01,1,169.8,5.8,3,6,90.7,21.2,3,1.19
P-000015,2025-02-01,2,168.6,4.5,1,5,90.2,17.5,3,1.57
P-000015,2025-03-01,3,182.6,6.5,2,5,94.3,25.5,3,1.53
P-000015,2025-04-01,4,229.2,47.8,1,10,52.4,74.6,3,3.5
P-000015,2025-05-01,5,245.3,45.6,5,12,59.8,85.7,5,4.12
P-000015,2025-06-01,6,229.2,41.8,5,12,60.9,76.2,4,3.84
P-000015,2025-07-01,7,237.5,36.7,3,15,56.3,69.9,5,4.13
P-000015,2025-08-01,8,240.3,41.8,6,13,56.6,83.8,4,4.56
P-000015,2025-09-01,9,173.6,0.8,1,6,90.1,19.4,4,1.65
P-000015,2025-10-01,10,183.8,6.7,0,5,95.1,17.9,4,1.51
P-000015,2025-11-01,11,168.3,1.1,0,5,94.2,16.1,5,1.62
P-000015,2025-12-01,12,177.6,6.5,2,6,98.5,23.4,4,1.69
P-000016,2025-01-01,1,174.5,5.7,2,5,93.7,21.5,1,1.0
P-000016,2025-02-01,2,239.3,36.1,3,12,67.4,77.3,4,4.3
P-000016,2025-03-01,3,229.5,54.7,5,10,48.0,85.5,4,4.46
P-000016,2025-04-01,4,241.4,52.7,8,9,56.6,88.0,4,4.68
P-000016,2025-05-01,5,236.8,41.1,5,9,61.2,82.8,4,4.56
P-000016,2025-06-01,6,175.2,7.6,4,4,90.8,22.2,1,1.4
P-000016,2025-07-01,7,180.9,5.7,2,4,91.1,24.6,1,1.32
P-000016,2025-08-01,8,162.6,8.6,0,6,87.2,13.1,1,1.54
P-000016,2025-09-01,9,179.1,5.7,1,4,90.4,17.7,1,1.26
P-000016,2025-10-01,10,178.1,2.4,1,3,96.4,16.2,1,1.0
P-000016,2025-11-01,11,172.9,2.9,4,3,94.8,18.7,1,1.57
P-000016,2025-12-01,12,174.8,8.1,4,5,93.9,29.1,1,1.0
P-000017,2025-01-01,1,178.5,14.1,2,5,94.1,23.4,3,1.18
P-000017,2025-02-01,2,172.3,4.5,2,4,92.6,16.3,3,1.0
P-000017,2025-03-01,3,168.0,11.0,2,5,86.7,19.7,3,1.59
P-000017,2025-04-01,4,233.1,42.3,3,6,53.2,78.8,3,4.21
P-000017,2025-05-01,5,235.2,32.0,7,12,71.1,75.3,3,3.63
P-000017,2025-06-01,6,228.8,30.4,6,10,65.7,71.1,3,3.76
P-000017,2025-07-01,7,234.0,39.9,1,8,53.1,70.0,3,3.73
P-000017,2025-08-01,8,230.4,32.4,6,9,61.7,71.7,3,3.66
P-000017,2025-09-01,9,180.9,3.0,2,5,92.7,16.1,4,1.43
P-000017,2025-10-01,10,171.0,4.5,3,4,96.7,16.4,5,1.5
P-000017,2025-11-01,11,169.1,13.6,1,4,92.3,19.6,3,1.18
P-000017,2025-12-01,12,176.6,8.3,3,5,92.3,22.0,5,1.34
P-000018,2025-01-01,1,177.3,3.5,0,6,93.5,17.9,3,1.58
P-000018,2025-02-01,2,174.2,9.8,1,3,90.2,21.8,2,1.47
P-000018,2025-03-01,3,168.1,0.0,0,4,95.5,11.6,3,1.0
P-000018,2025-04-01,4,180.0,8.0,1,5,86.6,26.6,1,1.99
P-000018,2025-05-01,5,167.9,18.2,1,4,89.5,20.0,3,1.42
P-000018,2025-06-01,6,179.6,13.2,1,3,88.7,28.0,2,1.76
P-000018,2025-07-01,7,179.6,8.5,2,5,89.7,23.0,1,1.51
P-000018,2025-08-01,8,176.3,7.3,3,6,90.7,28.3,1,1.28
P-000018,2025-09-01,9,165.8,10.0,1,4,94.3,19.2,2,1.0
P-000018,2025-10-01,10,185.0,6.3,0,4,96.2,17.4,1,1.42
P-000018,2025-11-01,11,180.7,9.9,1,5,87.1,27.7,2,1.72
P-000018,2025-12-01,12,185.4,6.2,1,5,84.0,22.9,1,1.39
P-000019,2025-01-01,1,168.2,11.2,0,5,98.1,15.3,2,1.53
P-000019,2025-02-01,2,180.6,4.6,2,5,98.4,21.3,2,1.58
P-000019,2025-03-01,3,182.3,7.5,2,3,91.9,17.8,2,1.05
P-000019,2025-04-01,4,179.6,0.5,3,6,102.1,21.6,2,1.89
P-000019,2025-05-01,5,175.6,8.7,0,5,94.9,18.2,2,1.55
P-000019,2025-06-01,6,236.3,52.7,3,13,50.6,84.3,4,4.25
P-000019,2025-07-01,7,233.4,28.9,5,11,63.2,76.0,4,4.02
P-000019,2025-08-01,8,179.1,5.4,2,5,94.8,20.4,2,1.37
P-000019,2025-09-01,9,179.6,3.8,3,3,92.1,23.5,2,1.09
P-000019,2025-10-01,10,156.9,5.9,1,5,90.9,14.9,2,1.0
P-000019,2025-11-01,11,172.7,4.6,1,6,95.8,22.6,2,1.16
P-000019,2025-12-01,12,175.5,7.3,2,4,94.5,24.0,2,1.03
P-000020,2025-01-01,1,172.1,1.0,3,5,95.3,16.8,5,1.0
P-000020,2025-02-01,2,171.9,0.0,2,5,102.7,18.6,5,1.47
P-000020,2025-03-01,3,179.5,6.1,2,4,92.5,22.2,5,1.35
P-000020,2025-04-01,4,228.7,44.1,4,9,66.9,74.6,4,3.86
P-000020,2025-05-01,5,254.2,56.6,8,10,53.4,96.5,5,4.61
P-000020,2025-06-01,6,245.5,49.8,7,11,56.5,97.0,5,4.03
P-000020,2025-07-01,7,253.7,39.5,8,15,59.2,90.1,5,4.6
P-000020,2025-08-01,8,247.4,47.4,7,11,59.2,90.4,5,5.0
P-000020,2025-09-01,9,253.5,37.6,8,10,63.1,86.7,5,4.18
P-000020,2025-10-01,10,232.7,35.1,6,10,62.5,71.0,4,4.19
P-000020,2025-11-01,11,252.0,32.2,3,13,61.1,77.0,5,4.2
P-000020,2025-12-01,12,185.2,4.9,2,5,94.8,21.9,4,1.65
P-000021,2025-01-01,1,181.5,0.0,3,6,93.9,19.2,4,1.23
P-000021,2025-02-01,2,160.0,13.0,3,4,98.4,18.8,5,1.18
P-000021,2025-03-01,3,163.1,0.0,4,3,97.8,16.3,5,1.47
P-000021,2025-04-01,4,250.9,48.8,4,11,65.6,85.6,5,4.93
P-000021,2025-05-01,5,246.2,47.1,10,16,57.3,98.0,5,5.0
P-000021,2025-06-01,6,242.4,37.2,5,11,62.7,77.5,5,4.4
P-000021,2025-07-01,7,245.9,40.8,12,11,47.2,92.8,5,4.23
P-000021,2025-08-01,8,252.9,35.3,5,10,51.1,83.9,5,4.98
P-000021,2025-09-01,9,233.1,46.1,14,10,52.6,96.1,4,3.47
P-000021,2025-10-01,10,247.5,41.8,3,12,62.0,79.7,4,4.49
P-000021,2025-11-01,11,245.1,41.7,9,13,56.3,95.0,5,4.25
P-000021,2025-12-01,12,174.3,6.7,3,5,91.5,18.4,4,1.27
P-000022,2025-01-01,1,174.7,2.0,4,5,97.2,20.8,1,1.42
P-000022,2025-02-01,2,251.9,31.3,10,11,65.2,86.9,4,4.16
P-000022,2025-03-01,3,234.5,37.6,11,11,64.0,87.8,4,4.45
P-000022,2025-04-01,4,241.9,43.7,4,10,57.5,81.3,4,4.26
P-000022,2025-05-01,5,240.1,45.5,7,10,56.0,83.8,4,3.76
P-000022,2025-06-01,6,174.0,3.1,3,4,93.4,20.6,1,1.57
P-000022,2025-07-01,7,171.7,11.6,1,6,89.7,19.6,1,1.0
P-000022,2025-08-01,8,183.7,10.1,2,4,89.1,25.8,1,1.71
P-000022,2025-09-01,9,172.2,6.0,1,6,95.5,19.0,1,1.6
P-000022,2025-10-01,10,180.2,11.3,3,5,96.9,24.4,1,1.46
P-000022,2025-11-01,11,166.5,4.9,1,4,89.0,16.5,1,1.73
P-000022,2025-12-01,12,175.6,7.3,3,5,84.6,22.0,1,1.42
P-000023,2025-01-01,1,175.4,12.6,0,4,91.7,17.9,1,1.49
P-000023,2025-02-01,2,167.2,9.0,2,7,86.6,24.0,2,1.43
P-000023,2025-03-01,3,168.3,0.0,0,4,98.4,11.3,1,1.66
P-000023,2025-04-01,4,177.2,0.6,2,5,95.7,20.4,2,1.42
P-000023,2025-05-01,5,181.4,5.7,1,5,90.6,22.5,1,1.95
P-000023,2025-06-01,6,166.3,5.2,0,5,90.6,17.4,1,1.68
P-000023,2025-07-01,7,179.2,6.2,0,5,96.5,15.3,2,1.06
P-000023,2025-08-01,8,175.4,14.1,1,5,96.1,18.3,1,1.78
P-000023,2025-09-01,9,173.3,0.0,2,4,102.1,16.8,2,1.42
P-000023,2025-10-01,10,181.7,8.3,1,6,88.5,14.2,1,1.0
P-000023,2025-11-01,11,172.3,3.3,3,3,92.0,18.2,2,1.0
P-000023,2025-12-01,12,180.3,5.3,1,5,91.4,21.0,2,1.18
P-000024,2025-01-01,1,182.8,8.8,3,4,97.8,26.7,3,1.07
P-000024,2025-02-01,2,182.0,11.2,2,3,96.2,24.5,1,1.79
P-000024,2025-03-01,3,182.0,3.8,1,5,92.8,16.8,2,1.0
P-000024,2025-04-01,4,169.1,3.3,4,4,99.2,18.5,1,1.01
P-000024,2025-05-01,5,240.8,42.8,7,4,59.2,73.9,3,3.02
P-000024,2025-06-01,6,176.8,3.3,2,5,88.7,20.0,2,1.41
P-000024,2025-07-01,7,183.6,5.3,4,5,95.3,26.1,2,1.47
P-000024,2025-08-01,8,178.3,11.2,1,4,89.0,25.3,2,1.72
P-000024,2025-09-01,9,165.2,2.7,4,6,88.9,19.2,2,1.0
P-000024,2025-10-01,10,188.4,5.4,1,4,94.2,22.0,1,1.06
P-000024,2025-11-01,11,173.1,7.2,3,5,98.3,24.7,1,1.78
P-000024,2025-12-01,12,172.0,5.1,2,5,90.5,23.9,2,1.51
P-000025,2025-01-01,1,169.4,4.6,2,5,94.7,17.9,5,1.0
P-000025,2025-02-01,2,176.5,6.4,0,5,96.2,18.2,4,1.71
P-000025,2025-03-01,3,246.3,46.3,9,11,56.0,94.6,5,4.58
P-000025,2025-04-01,4,245.4,49.8,5,9,55.3,85.5,4,3.79
P-000025,2025-05-01,5,230.7,42.7,5,8,63.6,72.0,4,4.18
P-000025,2025-06-01,6,238.6,39.3,4,9,58.5,82.4,5,4.96
P-000025,2025-07-01,7,231.4,43.3,6,12,58.6,85.9,4,4.0
P-000025,2025-08-01,8,239.5,34.6,13,12,65.1,87.8,5,4.29
P-000025,2025-09-01,9,243.6,56.0,6,12,49.3,91.3,5,3.29
P-000025,2025-10-01,10,167.9,7.6,3,5,99.2,15.5,4,1.56
P-000025,2025-11-01,11,171.5,2.3,2,5,94.0,20.6,4,1.96
P-000025,2025-12-01,12,184.2,0.2,1,4,100.1,17.5,4,1.14
P-000026,2025-01-01,1,173.0,5.8,3,3,85.6,22.7,4,1.72
P-000026,2025-02-01,2,174.9,5.2,1,4,91.8,17.3,4,1.25
P-000026,2025-03-01,3,184.2,9.2,1,5,91.8,23.3,5,1.0
P-000026,2025-04-01,4,251.8,41.2,3,13,58.0,80.1,5,3.35
P-000026,2025-05-01,5,252.1,42.7,5,12,66.7,86.6,5,4.69
P-000026,2025-06-01,6,245.6,38.6,5,14,60.8,83.8,5,4.38
P-000026,2025-07-01,7,241.2,45.4,7,11,48.5,89.2,4,4.35
P-000026,2025-08-01,8,227.4,40.0,7,11,57.8,75.8,4,4.22
P-000026,2025-09-01,9,177.6,3.1,1,3,91.3,14.3,5,1.43
P-000026,2025-10-01,10,177.5,1.4,4,4,90.5,19.0,5,1.0
P-000026,2025-11-01,11,162.5,6.1,2,3,95.1,16.2,3,1.27
P-000026,2025-12-01,12,169.5,12.0,1,4,91.0,18.0,4,1.03
P-000027,2025-01-01,1,165.8,10.5,1,5,88.6,16.1,4,1.22
P-000027,2025-02-01,2,182.2,8.4,1,3,88.8,17.1,4,1.36
P-000027,2025-03-01,3,175.8,3.1,1,3,91.1,17.8,5,1.15
P-000027,2025-04-01,4,237.3,32.2,4,10,54.0,73.3,4,3.7
P-000027,2025-05-01,5,237.3,40.3,7,11,60.9,83.4,4,3.94
P-000027,2025-06-01,6,249.6,58.0,11,8,49.6,98.0,5,4.23
P-000027,2025-07-01,7,236.7,37.1,7,11,57.7,81.3,5,3.89
P-000027,2025-08-01,8,227.4,42.8,3,10,61.5,79.7,4,5.0
P-000027,2025-09-01,9,254.7,39.9,8,15,57.9,94.7,5,5.0
P-000027,2025-10-01,10,236.8,39.5,2,8,54.0,70.6,4,3.63
P-000027,2025-11-01,11,236.4,44.7,6,13,63.2,82.2,4,3.82
P-000027,2025-12-01,12,180.7,4.8,2,3,88.1,24.5,4,1.44
P-000028,2025-01-01,1,172.9,8.8,0,4,88.9,19.2,2,1.33
P-000028,2025-02-01,2,179.5,10.7,1,6,88.7,20.1,2,1.43
P-000028,2025-03-01,3,167.1,3.0,1,4,99.0,10.0,2,1.69
P-000028,2025-04-01,4,170.7,4.7,5,6,96.1,26.2,2,1.82
P-000028,2025-05-01,5,175.3,6.4,1,5,91.5,21.5,2,1.51
P-000028,2025-06-01,6,244.2,33.5,2,9,58.5,68.6,4,3.73
P-000028,2025-07-01,7,239.0,37.5,6,7,54.7,76.7,4,3.76
P-000028,2025-08-01,8,174.8,1.4,3,6,91.6,19.0,2,1.46
P-000028,2025-09-01,9,183.6,0.0,0,5,94.7,15.3,2,1.25
P-000028,2025-10-01,10,175.6,4.1,1,3,91.4,16.7,2,1.14
P-000028,2025-11-01,11,185.6,6.8,2,3,96.3,20.5,2,1.77
P-000028,2025-12-01,12,182.2,8.4,0,5,93.8,19.4,2,1.09
P-000029,2025-01-01,1,172.9,5.1,1,5,88.4,19.7,2,1.28
P-000029,2025-02-01,2,177.9,3.6,1,5,95.1,20.1,2,1.2
P-000029,2025-03-01,3,176.2,5.0,3,4,94.9,20.9,2,1.43
P-000029,2025-04-01,4,212.7,36.6,3,9,58.3,62.4,2,3.9
P-000029,2025-05-01,5,174.0,1.5,3,4,99.7,17.9,1,1.39
P-000029,2025-06-01,6,172.9,7.4,3,6,92.2,22.5,2,1.46
P-000029,2025-07-01,7,174.3,2.0,1,5,96.9,15.6,1,1.0
P-000029,2025-08-01,8,182.1,11.5,1,4,86.2,28.9,1,1.34
P-000029,2025-09-01,9,176.4,0.1,2,3,101.4,20.7,2,1.31
P-000029,2025-10-01,10,169.2,2.6,3,6,96.6,15.9,1,1.75
